System,Subject,Category,Item,Year,No. of Cases
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2010/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2010/12/31,22
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2010/12/31,47
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2010/12/31,14
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2010/12/31,33
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2010/12/31,39
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2010/12/31,49
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2010/12/31,62
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2010/12/31,53
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2010/12/31,98
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2010/12/31,68
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2010/12/31,21
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2010/12/31,32
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2010/12/31,134
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2010/12/31,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2010/12/31,65
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2010/12/31,115
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2010/12/31,10
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2010/12/31,40
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2011/12/31,410
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2011/12/31,105
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2011/12/31,307
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2011/12/31,18
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2011/12/31,37
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2011/12/31,548
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2011/12/31,329
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2011/12/31,494
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2011/12/31,12
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2011/12/31,36
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2011/12/31,9
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2011/12/31,37
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2011/12/31,57
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2011/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2011/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2011/12/31,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2011/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2011/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2011/12/31,16
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2011/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2011/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2011/12/31,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2011/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2011/12/31,90
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2011/12/31,98
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2011/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2011/12/31,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2011/12/31,17
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2011/12/31,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2011/12/31,23
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2011/12/31,38
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2011/12/31,11
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2011/12/31,23
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2011/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2011/12/31,42
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2011/12/31,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2011/12/31,46
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2011/12/31,100
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2011/12/31,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2011/12/31,22
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2011/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2011/12/31,142
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2011/12/31,23
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2011/12/31,63
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2011/12/31,99
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2011/12/31,11
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2011/12/31,20
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2012/12/31,423
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2012/12/31,94
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2012/12/31,336
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2012/12/31,16
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2012/12/31,25
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2012/12/31,567
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2012/12/31,327
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2012/12/31,508
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2012/12/31,16
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2012/12/31,42
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2012/12/31,12
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2012/12/31,15
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2012/12/31,99
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2012/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2012/12/31,22
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2012/12/31,11
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2012/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2012/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2012/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2012/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2012/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2012/12/31,10
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2012/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2012/12/31,93
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2012/12/31,48
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2012/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2012/12/31,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2012/12/31,16
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2012/12/31,16
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2012/12/31,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2012/12/31,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2012/12/31,9
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2012/12/31,18
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2012/12/31,31
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2012/12/31,41
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2012/12/31,63
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2012/12/31,46
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2012/12/31,109
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2012/12/31,56
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2012/12/31,39
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2012/12/31,54
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2012/12/31,128
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2012/12/31,27
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2012/12/31,66
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2012/12/31,85
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2012/12/31,14
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2012/12/31,19
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2013/12/31,452
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2013/12/31,100
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2013/12/31,357
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2013/12/31,16
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2013/12/31,38
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2013/12/31,571
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2013/12/31,392
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2013/12/31,561
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2013/12/31,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2013/12/31,33
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2013/12/31,12
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2013/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2013/12/31,92
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2013/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2013/12/31,26
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2013/12/31,8
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2013/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2013/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2013/12/31,37
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2013/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2013/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2013/12/31,20
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2013/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2013/12/31,105
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2013/12/31,53
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2013/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2013/12/31,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2013/12/31,16
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2013/12/31,26
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2013/12/31,14
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2013/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2013/12/31,8
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2013/12/31,30
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2013/12/31,29
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2013/12/31,41
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2013/12/31,54
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2013/12/31,42
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2013/12/31,108
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2013/12/31,55
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2013/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2013/12/31,53
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2013/12/31,130
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2013/12/31,36
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2013/12/31,102
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2013/12/31,104
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2013/12/31,24
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2013/12/31,17
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2014/12/31,413
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2014/12/31,122
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2014/12/31,285
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2014/12/31,6
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2014/12/31,30
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2014/12/31,477
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2014/12/31,379
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2014/12/31,507
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2014/12/31,9
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2014/12/31,41
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2014/12/31,13
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2014/12/31,24
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2014/12/31,80
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2014/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2014/12/31,34
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2014/12/31,10
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2014/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2014/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2014/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2014/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2014/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2014/12/31,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2014/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2014/12/31,74
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2014/12/31,41
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2014/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2014/12/31,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2014/12/31,14
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2014/12/31,29
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2014/12/31,22
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2014/12/31,35
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2014/12/31,5
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2014/12/31,42
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2014/12/31,27
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2014/12/31,40
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2014/12/31,62
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2014/12/31,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2014/12/31,75
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2014/12/31,56
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2014/12/31,32
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2014/12/31,42
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2014/12/31,132
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2014/12/31,29
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2014/12/31,67
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2014/12/31,75
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2014/12/31,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2014/12/31,16
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2015/12/31,424
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2015/12/31,139
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2015/12/31,273
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2015/12/31,7
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2015/12/31,31
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2015/12/31,502
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2015/12/31,372
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2015/12/31,548
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2015/12/31,9
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2015/12/31,41
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2015/12/31,12
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2015/12/31,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2015/12/31,85
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2015/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2015/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2015/12/31,10
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2015/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2015/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2015/12/31,21
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2015/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2015/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2015/12/31,8
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2015/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2015/12/31,103
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2015/12/31,24
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2015/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2015/12/31,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2015/12/31,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2015/12/31,18
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2015/12/31,17
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2015/12/31,29
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2015/12/31,8
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2015/12/31,48
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2015/12/31,34
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2015/12/31,46
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2015/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2015/12/31,31
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2015/12/31,78
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2015/12/31,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2015/12/31,27
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2015/12/31,49
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2015/12/31,140
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2015/12/31,29
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2015/12/31,75
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2015/12/31,104
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2015/12/31,15
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2015/12/31,26
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2016/12/31,378
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2016/12/31,182
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2016/12/31,294
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2016/12/31,10
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2016/12/31,28
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2016/12/31,509
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2016/12/31,383
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2016/12/31,534
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2016/12/31,11
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2016/12/31,46
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2016/12/31,17
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2016/12/31,21
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2016/12/31,94
